"","lat","lon","cellNumber","Data","Cobertura","Obs","Municipio","Bioma","Estado","Fonte","LCI","PVI","Ano","Forrageira","Manejo","Cultivo","Solo","Foto","Condicao"
"7338",-47.7289481239225,-11.7033485537085,175274823,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.91899870304,0.19823758609,2017,"Nativa",NA,NA,NA,NA,NA
"7339",-47.7249626460326,-11.6970434868173,175210049,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.7180387518,0,2017,"Nativa",NA,NA,NA,NA,NA
"7340",-47.7233565579278,-11.6890729305585,175145273,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.82794307814,0,2017,"Nativa",NA,NA,NA,NA,NA
"7341",-47.723475527417,-11.6853850612447,175102089,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.71069563914,0,2017,"Nativa",NA,NA,NA,NA,NA
"7342",-47.7294240018795,-11.6802101623748,175037311,"2017/08/15","Pastagem",NA,"NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.67744463146,0,2017,"Nativa",NA,NA,NA,NA,NA
"7343",-47.7352535068528,-11.673548175861,174972532,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.70688618,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7344",-47.7347181441511,-11.6675405323072,174907756,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.66137529765,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7345",-47.736800110213,-11.6618302830472,174864571,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.76408736282,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7346",-47.7374544496652,-11.6566553696554,174799795,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.42343561165,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7347",-47.7392984694873,-11.652194237421,174756610,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.65721229824,0,2017,NA,NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_683.jpg","Boas condições; Altura Alta; Homogeneidade Baixa; Invasoras Alta; Alta quantidade de solo exposto; Ausência de animal"
"7348",-47.7407260960969,-11.649339112791,174735017,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.6402541393,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7349",-47.7442357032911,-11.648863258686,174713423,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.74171071645,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7350",-47.7435813783616,-11.6420823376898,174648648,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.60998808196,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7351",-47.7458417841347,-11.6381565413235,174605463,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.35735936621,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7352",-47.7484591201595,-11.6366100154822,174605461,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.71189021634,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7353",-47.7511359264063,-11.6272118969085,174497500,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.37858973281,0.27847052126,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7354",-47.7511359264063,-11.6272118969085,174497500,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.37858973281,0.27847052126,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7355",-47.7485780896488,-11.6257843345935,174475909,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.87050463895,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7356",-47.7599396758721,-11.6099621710803,174324760,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.85283622643,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7357",-47.770944955526,-11.5926035455808,174130427,"2017/08/15","Pastagem","Presença de piaçava","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.48354041659,0.35515062693,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7358",-47.7757632876275,-11.5883208628478,174087240,"2017/08/15","Pastagem","Presença de piaçava","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.39986124522,0.35300231205,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7359",-47.778321167632,-11.5909380578513,174130423,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.45066657176,0.23960503223,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7362",-47.795334043941,-11.5623868396313,173828127,"2017/08/15","Pastagem","Várzea","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.54120918957,0.53368560975,2017,"Nativa",NA,NA,NA,NA,NA
"7363",-47.79212182254,-11.5614946140619,173828129,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.70537015486,0.55163102409,2017,NA,NA,NA,NA,NA,"Boas condições"
"7364",-47.7990816355755,-11.5524533949589,173720165,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.88418003505,0.17074348395,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7365",-47.800568775113,-11.5471595232473,173676981,"2017/08/15","Pastagem","Solo exposto","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.82399139193,0.25803687342,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7366",-47.8006282606945,-11.5409139442616,173612204,"2017/08/15","Pastagem","Solo exposto; capim baixo","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.48145857688,0.09360942639,2017,NA,NA,NA,NA,NA,"Solo exposto"
"7377",-47.858388760331,-11.4967785194299,173158745,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.82146783775,0.30951347768,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7378",-47.8615414380591,-11.4920795809397,173093967,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.29881335324,0.31337746282,2017,NA,NA,NA,NA,NA,"Boas condições"
"7379",-47.85993538545,-11.4885106786622,173072376,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.47654902553,0.23137548635,2017,NA,NA,NA,NA,NA,"Boas condições"
"7380",-47.865764972437,-11.4857150385448,173029189,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.61903923053,0.26614896883,2017,NA,NA,NA,NA,NA,"Muitos cupins"
"7382",-47.8789112859485,-11.4763762947435,172942815,"2017/08/15","Pastagem","SIAD. Área em regeneração. Não tem cerca.","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.56322678938,0,2017,"Nativa",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_718.jpg","Altura Média; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de solo exposto; Ausência de animal"
"7385",-47.8875366371746,-11.4760194045158,172942811,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.66949959759,0.46820796073,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7386",-47.8939015943951,-11.4714393132596,172899624,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.40799424274,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7387",-47.8946749069546,-11.4735211729215,172921216,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.39401297317,0.28957394023,2017,NA,NA,NA,NA,NA,"Boas condições"
"7388",-47.9006829506861,-11.4674539228745,172856437,"2017/08/15","Pastagem",NA,"CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.57841154026,0,2017,"Nativa",NA,NA,NA,NA,NA
"7389",-47.9035977441796,-11.4657885513203,172834843,"2017/08/15","Pastagem","Pasto com muitas árvores","CHAPADA DA NATIVIDADE","Cerrado","TO","LAPIG e Embrapa",0.33795151104,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7397",-47.935363102792,-11.4456241372772,172618908,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.64525964413,0.33922852657,2017,"Nativa",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_733.jpg","Altura Média; Homogeneidade Baixa; Invasoras Ausente; Ausência de animal"
"7398",-47.9376236129804,-11.450323424293,172662091,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.55430454409,0.22741948825,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7400",-47.9468922682392,-11.4534925676923,172705271,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.60275231523,0.45190140253,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7404",-47.9758727837935,-11.467691849693,172856401,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.70794812784,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7405",-47.9827731112475,-11.4701307157579,172877989,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.34738086956,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7419",-48.0586767132415,-11.4722125754197,172899545,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.77586383683,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7420",-48.0646846407902,-11.4700713502285,172877950,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.48505170459,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7424",-48.0959146872605,-11.4478250765235,172640423,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.53190106235,0.38846280765,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7425",-48.1025174706242,-11.4501449791791,172662012,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.73252100631,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7430",-48.124408280799,-11.4422932779934,172597226,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.37602863768,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7431",-48.1201848045125,-11.4402114183315,172575636,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.50008103903,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7448",-48.15617358132,-11.3856668113656,172014226,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.8694373765,0.49300599202,2017,NA,NA,NA,NA,NA,"Boas condições"
"7449",-48.154745927364,-11.3769824824903,171906267,"2017/08/15","Pastagem","Pasto muito bom para a região.","SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.390656466,0.10043018961,2017,NA,NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_785.jpg","Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Ausente; Baixa quantidade de solo exposto; Presença de animal"
"7450",-48.1589098890233,-11.3786479702198,171927857,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.42442811099,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7452",-48.154270042712,-11.3559854407577,171690347,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.83934989908,0.48802216941,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7453",-48.1514147057543,-11.3560449224623,171690349,"2017/08/15","Pastagem","SIAD","SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.56285709408,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7454",-48.1512362780555,-11.3507509345755,171647165,"2017/08/15","Pastagem","SIAD","SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.72410933582,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7456",-48.1613488269105,-11.3248763930636,171366464,"2017/08/15","Pastagem","Muito cupim, degradado.","SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.48830482467,0.27076023393,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7458",-48.16807069762,-11.3057234003496,171172133,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.89526322818,0,2017,NA,NA,NA,NA,NA,"Muitos cupins"
"7459",-48.1749710541197,-11.302927644057,171150537,"2017/08/15","Pastagem","Muito solo exposto, degradado.","SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.33749432685,0.1822170268,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7460",-48.1862138290232,-11.2908529741933,171020980,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.31965332171,0.26481322773,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7461",-48.190913160916,-11.2876408459684,170999386,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.33481060807,0.38072535821,2017,NA,NA,NA,NA,NA,"Boas condições"
"7463",-48.1805031841535,-11.2984071506807,171107351,"2017/08/15","Pastagem",NA,"SANTA ROSA DO TOCANTINS","Cerrado","TO","LAPIG e Embrapa",0.64921424659,0.24824307553,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7466",-48.1971591760192,-11.2708670052641,170826647,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.76380827759,0,2017,"Nativa",NA,NA,NA,NA,NA
"7469",-48.1973970892995,-11.2542122441443,170653911,"2017/08/15","Pastagem","Bem manejado","SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.4476857996,0.19169967934,2017,NA,NA,NA,NA,NA,"Boas condições"
"7471",-48.1879983093311,-11.2355348727169,170459587,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.57904944161,0.3131130143,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7472",-48.179491929268,-11.2325607874856,170416407,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.75527100397,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7473",-48.176636621356,-11.2242333488381,170330041,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.82023140486,0.66954292043,2017,NA,NA,NA,NA,NA,"Solo exposto; Altura Baixa"
"7479",-48.1721752027435,-11.1918753015221,170006163,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.51067380191,0.83151990446,2017,NA,NA,NA,NA,NA,"Boas condições"
"7480",-48.168784524598,-11.186462350226,169941388,"2017/08/15","Pastagem","Pasto com muitas árvores","SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.5476271683,0.57306677793,2017,NA,NA,NA,NA,NA,"Boas condições"
"7481",-48.167356870642,-11.1737332654363,169811837,"2017/08/15","Pastagem","Pasto com muitas árvores","SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.51358239,0.16936952056,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7482",-48.1686656115264,-11.1657628331918,169725469,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.82006405747,0.38034159108,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7493",-48.2098890614145,-11.1109205853523,169164057,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.50610787087,0.42081351512,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7497",-48.214350480027,-11.0990243606025,169034503,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.30017359517,0.39468460805,2017,"Massai",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_833.jpg","Boas condições; Altura Baixa; Homogeneidade Baixa; Invasoras Baixa; Baixa quantidade de solo exposto; Presença de animal"
"7498",-48.218871384221,-11.0891503976348,168948132,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.72106365664,0,2017,"Panicum sp.",NA,NA,NA,NA,"Boas condições"
"7507",-48.25372993498,-11.0457882349631,168494684,"2017/08/15","Pastagem",NA,"SILVANÓPOLIS","Cerrado","TO","LAPIG e Embrapa",0.39580586817,0.28824271757,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7511",-48.2677090466325,-11.02169814459,168257165,"2017/08/15","Pastagem","Presença de cupins e de solo exposto.","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.64259161656,0.36602714313,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7517",-48.2876366873893,-10.998381316377,167998052,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.81324498141,0.709311693,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7529",-48.317498478348,-10.9312264718554,167307093,"2017/08/15","Pastagem","Em pousio.","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.38082874278,0.62321602444,2017,"Andropogon",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_865.jpg","Com invasoras; Altura Alta; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de solo exposto; Ausência de animal"
"7530",-48.3225547527755,-10.9309885450369,167307091,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.95105839762,0.63906197427,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras"
"7531",-48.3286222820885,-10.9204602833183,167199128,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.6892004082,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7532",-48.3346898114015,-10.914095799011,167134349,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.50438925121,0.33861125461,2017,NA,NA,NA,NA,NA,"Boas condições"
"7534",-48.3481335528205,-10.9073743083008,167069567,"2017/08/15","Pastagem","Piaçava","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.46632718189,0.36134673561,2017,NA,NA,NA,NA,NA,"Boas condições"
"7535",-48.3528923993405,-10.8969650099914,166961604,"2017/08/15","Pastagem","Bem manejado","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.36387477871,0.33007095527,2017,NA,NA,NA,NA,NA,"Boas condições"
"7536",-48.3550338802745,-10.8894703152086,166875235,"2017/08/15","Pastagem","Bem manejado, porém com algumas invasoras.","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.42368339455,0.36205326444,2017,NA,NA,NA,NA,NA,"Boas condições"
"7537",-48.3558666784155,-10.8829273276999,166810459,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.79837883768,0.60843631892,2017,NA,NA,NA,NA,NA,"Boas condições"
"7538",-48.3524165146885,-10.8693654990454,166680909,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.48426667227,0.31413569327,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7539",-48.35682,-10.86562,166637723,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.52072329735,0.53672242972,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7540",-48.3508698605238,-10.871804248935,166702501,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.43487657592,0.33720650543,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7541",-48.355688221671,-10.8482494939035,166464987,"2017/08/15","Pastagem","Em regeneração","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.76885518892,0.67897624657,2017,NA,NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_877.jpg","Com invasoras; Altura Baixa; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de solo exposto; Ausência de animal"
"7542",-48.3592687134274,-10.8356164860077,166335433,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.44454505844,0.20475450792,2017,NA,NA,NA,NA,NA,"Muitos cupins"
"7545",-48.361398837495,-10.8280851960356,166249064,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.42231413485,0.41483887507,2017,NA,NA,NA,NA,NA,"Muitos cupins"
"7546",-48.363778260755,-10.823267177961,166205879,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.40499599308,0.35691387003,2017,NA,NA,NA,NA,NA,"Boas condições"
"7549",-48.363064433777,-10.804708886118,166011552,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.46448821775,0,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7551",-48.367585337971,-10.7897789782571,165860405,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.59488612699,0.30443652867,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7553",-48.3696673333235,-10.7830575456345,165774036,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.39048897852,0.26189501065,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7554",-48.37508052124,-10.7735404728945,165687666,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.40796265794,0.48403631328,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7555",-48.3774599445,-10.76473718061,165601297,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.46512714942,0.25322421198,2017,NA,NA,NA,NA,NA,"Muitos cupins"
"7556",-48.3832300459055,-10.7591459003753,165536518,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.39969012576,0.23507801553,2017,"Andropogon",NA,NA,NA,NA,"Com invasoras; Altura Baixa"
"7575",-48.3904872868485,-10.6526736490965,164435322,"2017/08/15","Pastagem","Pasto com muitas árvores","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.56170896391,0.34016888465,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7578",-48.3806721949467,-10.6276318514494,164176223,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.34016449172,0.21832096326,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7579",-48.3783522572682,-10.613415724044,164025080,"2017/08/15","Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.44176763782,0.25250105338,2017,NA,NA,NA,NA,NA,"Boas condições"
"7585",-48.3798393822828,-10.5465582880455,163334136,"2017/08/15","Pastagem","Regeneração","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.59256989891,0,2017,NA,NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_921.jpg","Com invasoras; Altura Média; Homogeneidade Baixa; Invasoras Alta; Baixa quantidade de solo exposto; Ausência de animal"
"7600",-48.3477766393315,-10.4877308821714,162729575,"2017/08/15","Pastagem","Pasto bem manejado; piquetes; pasto regular; alguns piquetes baixo e com invasoras","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.4390530751,0.11605165777,2017,NA,NA,NA,NA,NA,"Boas condições"
"7604",-48.328086911855,-10.4751207607909,162600032,"2017/08/15","Pastagem","Pasto com muitas árvores","PORTO NACIONAL","Cerrado","TO","LAPIG e Embrapa",0.7872682281,0.71114866041,2017,NA,NA,NA,NA,NA,"Com invasoras"
"7614",-48.304054736929,-10.405467684675,161887508,"2017/08/15","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.28911549978,0.52634105627,2017,NA,NA,NA,NA,NA,"Boas condições"
"7636",-48.3070834682775,-10.127739011455,159015770,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.69836808214,0,2017,"Marandu",NA,NA,NA,"Campo_MATOPIBA_ago2017\Foto_972.jpg","Boas condições; Altura Alta; Homogeneidade Alta; Invasoras Baixa; Presença de animal"
"7637",-48.3088803019641,-10.1024253537075,158756665,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.46400888309,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7638",-48.3122106497751,-10.092372249536,158648704,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.49752738995,0.23172413328,2017,NA,NA,NA,NA,NA,"Boas condições"
"7639",-48.3173845829815,-10.085947780598,158583925,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.5622837072,0.50111283343,2017,NA,NA,NA,NA,NA,"Boas condições"
"7641",-48.318098228941,-10.0744670166625,158475965,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.90133600863,0,2017,NA,NA,NA,NA,NA,"Boas condições"
"7642",-48.31952552086,-10.067388203666,158389596,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.59471499369,0.23941289975,2017,NA,NA,NA,NA,NA,"Solo exposto"
"7643",-48.3217853997317,-10.061796536257,158346411,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.61296326578,0.25632956401,2017,NA,NA,NA,NA,NA,"Boas condições"
"7644",-48.3131621777211,-10.055966925554,158281639,"2017/08/16","Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG e Embrapa",0.40322828456,0.13777364307,2017,NA,NA,NA,NA,NA,"Com invasoras"
