especie
Andropogon
Brachiaria
Brachiaria brizantha
Brachiaria decumbens
Brachiaria humidicola
Brachiaria marandu
Brachiaria ruziziensis
Nativa
Pangola
Panicum massai
Panicum mombaca
Panicum sp.
Panicum tanzania
Tifton
